,wage,educ,educ_parent,born,state,iq,dist_to_unitown
12567,145.09,11,7,1980-03-09,45,109.0,90
12568,1898.55,17,9,1976-04-02,34,118.0,77
12569,133.44,14,6,1981-06-21,36,94.0,76
12570,926.69,9,10,1974-01-05,21,105.0,69
12571,671.14,15,8,1981-05-04,55,140.0,73
12572,717.05,13,10,1981-02-22,51,93.0,92
12573,1525.37,18,8,1978-06-19,9,109.0,84
12574,1892.59,17,8,1976-02-26,26,91.0,71
12575,554.16,12,9,1980-08-05,31,96.0,89
12576,859.17,13,10,1976-07-15,42,104.0,85
12577,1651.35,21,13,1983-06-29,6,106.0,78
12578,295.47,12,8,1977-10-28,6,102.0,87
12579,743.86,9,4,1977-02-03,17,126.0,75
12580,205.25,8,11,1974-02-01,17,123.0,76
12581,539.22,11,9,1977-03-04,36,94.0,73
12582,439.89,11,13,1979-03-25,37,108.0,77
12583,645.04,11,10,1977-03-16,37,111.0,71
12584,1833.48,23,7,1979-01-26,36,115.0,87
12585,516.01,10,9,1979-05-03,6,82.0,64
12586,882.5,17,6,1983-12-12,55,102.0,96
12587,902.62,9,11,1979-12-28,54,102.0,80
12588,339.78,11,13,1981-01-29,1,85.0,70
12589,408.65,14,12,1977-12-18,36,99.0,80
12590,334.88,11,19,1980-02-01,42,99.0,83
12591,627.27,11,8,1980-04-05,42,119.0,64
12592,1144.89,14,11,1974-11-23,48,110.0,72
12593,2727.41,10,10,1983-08-03,36,112.0,75
12594,82.7,14,10,1983-08-20,36,93.0,95
12595,692.29,11,13,1976-02-04,12,79.0,84
12596,1453.64,17,6,1979-03-25,17,83.0,58
12597,414.31,13,9,1976-05-18,39,125.0,84
12598,1091.87,14,9,1977-12-13,12,114.0,75
12599,104.53,8,15,1980-12-11,29,101.0,79
12600,1701.25,12,13,1977-08-29,28,100.0,84
12601,744.56,17,13,1978-12-20,29,81.0,75
12602,555.61,12,6,1983-09-21,22,94.0,75
12603,99.31,6,6,1980-07-02,36,93.0,82
12604,376.51,16,8,1983-01-24,28,84.0,79
12605,461.45,9,11,1979-04-05,53,74.0,83
12606,328.24,14,9,1982-09-06,6,110.0,95
12607,280.69,6,8,1983-08-27,51,110.0,78
12608,401.22,10,14,1974-11-11,5,120.0,90
12609,464.42,9,9,1981-09-07,37,97.0,84
12610,166.87,9,11,1982-09-10,19,98.0,87
12611,358.7,11,13,1976-05-19,36,118.0,103
12612,333.23,14,9,1983-01-09,17,96.0,79
12613,245.13,9,9,1978-02-27,18,76.0,68
12614,251.32,7,8,1980-12-12,40,97.0,93
12615,4276.07,14,7,1979-02-24,36,101.0,92
12616,134.19,7,13,1980-10-12,17,85.0,79
12617,348.06,12,5,1982-08-27,22,130.0,80
12618,316.71,11,17,1974-01-07,24,110.0,86
12619,301.64,11,7,1983-01-13,35,99.0,71
12620,3051.47,23,16,1979-05-24,36,116.0,88
12621,79.37,9,9,1980-11-16,5,105.0,95
12622,401.62,8,7,1980-03-29,17,107.0,74
12623,2206.69,14,11,1974-12-19,1,129.0,76
12624,223.88,11,8,1977-08-08,45,105.0,68
12625,566.96,10,14,1981-03-28,12,101.0,79
12626,117.84,12,8,1978-01-23,21,86.0,77
12627,475.69,16,16,1979-04-15,11,78.0,81
12628,252.09,12,15,1976-09-21,6,116.0,75
12629,1222.58,15,9,1983-12-09,48,106.0,73
12630,106.11,7,9,1978-04-06,37,93.0,80
12631,745.85,7,13,1982-10-27,17,93.0,73
12632,1108.89,14,9,1976-07-17,10,117.0,81
12633,2714.23,21,16,1980-11-29,27,123.0,73
12634,1265.77,18,11,1982-10-05,34,95.0,69
12635,1009.94,14,7,1977-12-04,36,105.0,75
12636,321.58,7,5,1975-05-30,9,83.0,102
12637,1471.87,19,8,1975-04-15,34,122.0,77
12638,543.15,11,9,1978-11-06,42,124.0,82
12639,436.2,14,7,1979-02-21,37,113.0,90
12640,1055.92,16,11,1980-08-16,6,106.0,69
12641,162.36,8,7,1980-09-10,21,110.0,78
12642,924.8,13,14,1981-10-17,54,121.0,65
12643,318.52,11,15,1978-12-18,40,83.0,79
12644,56.06,10,13,1975-05-01,13,83.0,85
12645,749.62,14,13,1980-07-22,40,86.0,90
12646,633.87,11,12,1974-02-11,24,122.0,69
12647,143.22,4,9,1981-03-31,45,111.0,70
12648,529.22,8,9,1977-12-09,21,116.0,79
12649,412.13,13,10,1976-06-09,42,78.0,84
12650,912.47,20,13,1983-09-19,36,86.0,81
12651,221.39,10,15,1982-09-20,22,103.0,84
12652,227.42,10,7,1975-02-08,36,104.0,55
12653,958.78,13,14,1982-02-22,26,97.0,79
12654,1121.65,15,5,1974-05-04,6,79.0,80
12655,311.05,12,6,1975-04-15,39,106.0,80
12656,2858.46,21,4,1978-01-26,39,113.0,78
12657,627.27,10,13,1977-10-08,49,120.0,72
12658,300.08,11,7,1976-06-24,6,97.0,89
12659,672.04,13,8,1980-08-19,17,113.0,77
12660,205.12,14,15,1980-01-09,42,90.0,94
12661,649.15,9,3,1974-04-22,11,120.0,84
12662,926.62,18,11,1983-02-23,18,127.0,84
12663,287.05,8,9,1981-11-26,22,84.0,70
12664,240.04,9,10,1976-02-19,24,107.0,98
12665,141.85,6,10,1974-02-03,36,69.0,76
12666,144.46,9,11,1977-10-17,26,86.0,79
12667,236.24,8,12,1981-04-16,29,105.0,87
12668,714.9,13,10,1983-08-21,51,105.0,98
12669,559.31,14,11,1978-06-27,45,112.0,84
12670,328.5,15,11,1975-05-17,27,80.0,89
12671,635.82,19,5,1974-08-08,12,114.0,80
12672,435.41,14,9,1978-09-17,17,88.0,88
12673,409.09,11,10,1977-01-20,6,109.0,79
12674,559.04,12,6,1975-04-20,36,124.0,87
12675,964.29,8,12,1982-09-10,37,107.0,84
12676,443.57,14,13,1977-09-14,37,108.0,70
12677,220.66,14,11,1977-05-10,29,80.0,76
12678,1611.03,15,13,1977-09-18,9,112.0,76
12679,318.7,16,12,1981-04-04,42,110.0,80
12680,614.8,8,6,1976-08-12,40,96.0,90
12681,1791.32,16,11,1983-11-28,17,109.0,71
12682,290.03,9,6,1982-02-26,39,77.0,71
12683,1284.89,20,9,1981-02-27,1,98.0,73
12684,2643.4,25,12,1981-12-28,4,105.0,80
12685,193.6,11,8,1980-01-08,20,111.0,84
12686,353.51,11,7,1978-08-11,34,86.0,74
12687,1129.63,17,12,1978-11-04,37,99.0,82
12688,695.18,14,10,1974-01-24,26,129.0,86
12689,302.83,8,6,1981-03-09,39,81.0,87
12690,622.22,11,11,1981-01-31,42,85.0,83
12691,537.86,9,18,1979-02-02,6,106.0,89
12692,198.36,11,11,1975-08-04,34,71.0,91
12693,317.82,14,5,1977-10-23,18,79.0,93
12694,1981.96,17,11,1980-09-17,6,113.0,73
12695,988.35,16,9,1975-02-09,35,110.0,74
12696,562.73,13,8,1980-10-17,48,107.0,70
12697,99.4,7,13,1983-02-11,42,90.0,85
12698,128.14,10,6,1976-11-30,42,101.0,76
12699,325.64,7,7,1982-09-21,17,95.0,78
12700,557.21,12,10,1981-07-28,27,113.0,76
12701,305.13,11,7,1980-11-24,35,105.0,77
12702,1336.66,12,13,1976-07-07,17,109.0,79
12703,458.31,9,6,1977-03-17,6,105.0,80
12704,378.86,13,9,1978-07-04,17,112.0,83
12705,1028.37,17,10,1982-02-22,22,123.0,66
12706,297.61,8,9,1983-11-09,42,114.0,73
12707,328.63,10,6,1979-04-04,47,112.0,77
12708,332.69,6,8,1974-07-19,55,75.0,85
12709,723.96,16,3,1980-01-13,37,101.0,88
12710,453.68,12,8,1975-10-05,42,125.0,87
12711,347.91,10,11,1982-09-30,22,102.0,69
12712,182.59,10,11,1976-03-27,6,66.0,72
12713,502.88,13,9,1977-03-09,47,116.0,68
12714,362.29,11,10,1983-09-05,17,94.0,75
12715,292.57,6,10,1976-09-08,39,114.0,74
12716,241.36,9,13,1974-08-31,37,105.0,76
12717,331.89,10,15,1982-07-20,24,121.0,90
12718,614.93,15,8,1978-10-22,15,92.0,86
12719,429.47,15,13,1979-08-31,36,98.0,99
12720,303.65,9,7,1978-05-04,24,87.0,62
12721,250.52,10,5,1976-08-08,26,82.0,86
12722,68.24,5,7,1980-10-02,48,111.0,75
12723,128.25,7,11,1977-09-19,31,104.0,98
12724,169.08,9,13,1982-03-31,6,106.0,74
12725,1355.74,19,7,1978-11-11,20,100.0,80
12726,308.68,12,5,1982-06-05,1,102.0,81
12727,390.95,8,9,1982-09-18,48,118.0,87
12728,239.19,12,9,1977-07-11,22,103.0,90
12729,325.56,11,5,1983-12-12,45,104.0,79
12730,380.68,8,7,1982-07-18,29,101.0,73
12731,270.74,15,5,1977-10-09,39,106.0,83
12732,153.78,9,12,1976-03-03,50,89.0,77
12733,155.12,15,11,1974-09-19,51,102.0,60
12734,378.26,9,13,1980-06-22,19,92.0,81
12735,400.77,13,12,1975-07-15,24,93.0,75
12736,262.98,10,9,1981-07-07,26,111.0,81
12737,169.75,6,18,1976-10-17,36,91.0,77
12738,116.39,13,13,1976-03-20,37,118.0,83
12739,93.25,5,12,1978-08-10,26,96.0,75
12740,614.12,15,11,1976-11-24,23,119.0,74
12741,227.24,4,4,1983-06-10,27,121.0,77
12742,746.93,15,9,1981-11-05,26,96.0,87
12743,36.25,6,10,1982-01-19,37,71.0,84
12744,97.04,12,14,1976-08-04,50,97.0,66
12745,268.06,14,10,1976-07-19,25,88.0,89
12746,232.74,17,11,1982-07-30,27,86.0,78
12747,945.3,13,16,1977-06-18,9,102.0,70
12748,831.25,7,15,1975-06-08,21,112.0,83
12749,983.3,17,7,1982-01-27,26,95.0,84
12750,910.32,17,8,1978-09-12,8,130.0,92
12751,343.7,13,13,1982-09-12,41,95.0,92
12752,255.02,8,14,1977-06-15,26,88.0,88
12753,565.42,16,15,1983-11-26,51,108.0,78
12754,133.81,11,7,1981-07-30,12,96.0,83
12755,312.12,13,5,1976-01-20,4,109.0,73
12756,172.1,10,10,1983-01-12,48,98.0,96
12757,221.85,9,8,1983-11-07,20,110.0,79
12758,212.74,11,9,1974-10-01,34,94.0,77
12759,808.73,17,6,1981-09-01,29,90.0,84
12760,708.23,12,8,1981-04-05,34,98.0,78
12761,278.5,13,12,1982-05-11,26,94.0,101
12762,946.96,13,12,1982-08-06,22,97.0,80
12763,288.5,13,14,1976-05-11,36,89.0,81
12764,1533.03,17,7,1982-03-19,36,94.0,74
12765,476.72,11,8,1983-11-26,6,98.0,84
12766,757.82,13,12,1977-11-07,23,111.0,86
12767,122.31,12,13,1983-02-15,18,68.0,75
12768,390.05,16,7,1980-09-13,39,92.0,89
12769,512.14,17,10,1983-05-13,48,122.0,71
12770,845.46,15,7,1978-05-05,51,121.0,63
12771,3249.22,17,16,1976-07-23,49,109.0,100
12772,446.79,16,12,1983-02-24,36,101.0,81
12773,311.39,14,8,1982-08-03,40,108.0,80
12774,325.05,13,13,1976-08-31,24,93.0,95
12775,3918.67,20,6,1982-10-19,17,104.0,64
12776,497.61,9,11,1974-12-26,8,89.0,86
12777,252.21,14,10,1978-01-27,25,87.0,78
12778,655.78,12,11,1979-02-22,1,98.0,77
12779,1714.91,17,8,1975-04-01,8,90.0,83
12780,1091.13,20,11,1981-10-19,19,96.0,74
12781,677.38,11,9,1980-10-04,27,103.0,85
12782,1782.06,13,9,1976-10-08,4,106.0,84
12783,148.29,10,8,1978-04-02,12,100.0,64
12784,323.32,14,7,1974-02-09,42,101.0,86
12785,354.43,10,11,1979-08-01,39,88.0,62
12786,180.28,11,13,1982-02-03,37,91.0,68
12787,236.49,9,8,1979-09-18,28,104.0,70
12788,275.52,8,6,1974-11-09,37,98.0,75
12789,261.15,11,9,1976-12-04,28,80.0,81
12790,1691.71,21,10,1979-10-29,48,106.0,95
12791,596.64,16,10,1976-01-19,47,90.0,67
12792,270.94,12,8,1976-04-16,49,84.0,77
12793,72.09,5,8,1974-12-21,34,78.0,79
12794,247.47,10,7,1982-04-16,6,90.0,83
12795,149.72,12,17,1981-07-01,40,97.0,96
12796,129.41,8,11,1974-02-25,25,100.0,65
12797,272.36,9,3,1975-12-23,13,122.0,70
12798,249.8,10,16,1979-01-27,21,92.0,76
12799,501.49,14,18,1979-12-14,6,104.0,65
12800,291.11,11,12,1976-03-09,26,106.0,70
12801,442.19,11,9,1979-03-13,26,117.0,92
12802,353.5,9,11,1978-02-22,28,108.0,75
12803,753.23,19,10,1981-07-23,45,106.0,84
12804,385.62,16,19,1982-09-15,55,82.0,83
12805,2174.41,16,11,1980-09-22,36,119.0,82
12806,538.78,9,7,1974-05-14,48,100.0,85
12807,652.7,10,16,1982-07-26,53,109.0,78
12808,215.84,11,7,1978-11-02,27,95.0,84
12809,1007.26,14,16,1982-11-21,17,90.0,83
12810,438.77,12,9,1978-05-08,13,98.0,71
12811,161.94,6,15,1981-08-30,39,90.0,82
12812,708.99,10,11,1983-11-17,55,100.0,85
12813,84.46,6,7,1983-08-26,29,105.0,72
12814,176.7,9,8,1975-04-12,51,77.0,84
12815,1172.63,12,9,1975-08-06,18,114.0,82
12816,724.79,15,12,1983-08-25,6,94.0,90
12817,869.26,12,16,1979-11-14,45,77.0,71
12818,272.29,17,9,1980-06-11,51,115.0,78
12819,601.97,17,14,1974-12-24,1,77.0,93
12820,652.65,15,15,1983-11-21,1,131.0,68
12821,796.16,9,12,1974-11-06,17,107.0,82
12822,133.61,6,7,1975-05-27,34,80.0,75
12823,355.01,9,9,1983-11-20,8,92.0,84
12824,786.32,13,8,1983-04-10,34,99.0,75
12825,624.09,12,10,1979-08-18,48,77.0,86
12826,166.48,10,9,1974-05-22,48,105.0,77
12827,213.83,11,7,1982-07-31,34,99.0,87
12828,620.34,19,14,1981-09-28,37,75.0,87
12829,364.76,7,14,1981-06-17,12,119.0,102
12830,252.6,11,4,1977-01-16,32,110.0,80
12831,469.95,13,8,1983-08-10,51,106.0,93
12832,141.07,7,12,1980-11-21,42,90.0,70
12833,1694.81,17,5,1975-07-15,53,112.0,83
12834,667.83,16,12,1983-03-10,53,132.0,76
12835,2429.6,20,12,1976-11-11,48,122.0,74
12836,442.26,12,12,1983-11-23,6,77.0,90
12837,1469.41,16,11,1979-08-04,49,103.0,93
12838,212.23,6,8,1979-12-17,55,77.0,74
12839,464.39,14,8,1981-11-21,37,96.0,71
12840,455.43,11,13,1983-12-27,39,88.0,69
12841,128.55,10,7,1979-09-07,1,96.0,83
12842,862.15,10,10,1978-05-12,6,128.0,57
12843,450.86,10,8,1983-06-01,55,107.0,81
12844,296.06,12,5,1980-03-27,39,109.0,68
12845,150.89,12,12,1976-04-03,34,86.0,77
12846,1646.96,16,12,1974-02-06,25,110.0,66
12847,548.51,13,8,1974-07-30,42,82.0,81
12848,269.78,3,9,1977-09-21,18,95.0,81
12849,1352.17,15,9,1979-12-28,17,125.0,80
12850,353.24,15,11,1981-05-24,39,129.0,82
12851,486.96,15,8,1983-02-08,6,111.0,88
12852,757.5,12,5,1983-08-04,8,93.0,90
12853,56.17,6,8,1979-01-12,21,109.0,74
12854,559.9,14,12,1983-03-05,31,110.0,79
12855,335.92,10,11,1975-04-24,36,103.0,81
12856,599.85,14,13,1979-01-15,29,105.0,66
12857,415.1,14,10,1977-12-28,39,108.0,78
12858,360.31,11,13,1974-06-08,25,105.0,75
12859,216.84,10,12,1982-05-16,51,100.0,78
12860,484.35,11,10,1976-09-05,39,105.0,61
12861,400.01,13,10,1981-10-03,39,100.0,96
12862,1105.44,16,11,1976-06-11,29,57.0,76
12863,744.62,10,11,1975-05-09,6,121.0,74
12864,171.75,12,10,1983-08-20,36,83.0,83
12865,2256.53,15,14,1975-05-10,24,125.0,85
12866,1131.18,16,9,1976-10-11,31,105.0,72
12867,236.81,15,12,1976-06-02,48,98.0,73
12868,151.77,11,6,1983-12-14,48,114.0,70
12869,146.67,15,10,1978-03-07,25,93.0,87
12870,478.49,14,9,1979-11-05,26,125.0,82
12871,805.93,10,9,1975-09-09,48,105.0,77
12872,836.55,15,11,1982-01-24,25,118.0,92
12873,316.24,9,9,1979-03-11,39,96.0,67
12874,90.02,5,8,1979-11-22,37,96.0,87
12875,697.7,14,9,1981-02-12,1,92.0,77
12876,1102.51,18,11,1976-11-14,30,107.0,80
12877,349.21,12,6,1981-04-13,20,63.0,75
12878,484.9,19,11,1981-09-19,29,109.0,87
12879,119.31,9,15,1976-01-24,26,106.0,79
12880,301.85,16,13,1980-05-23,17,119.0,62
12881,1357.18,14,8,1978-07-05,47,105.0,79
12882,503.84,12,10,1981-10-17,12,118.0,66
12883,873.07,13,9,1983-10-30,2,87.0,70
12884,200.49,8,19,1974-12-04,12,89.0,91
12885,798.95,19,15,1982-02-05,29,109.0,81
12886,881.15,18,8,1979-05-04,36,94.0,64
12887,1225.41,14,7,1975-07-31,48,97.0,56
12888,1002.19,15,13,1978-08-14,42,110.0,72
12889,505.83,11,4,1978-08-18,29,91.0,89
12890,145.66,9,10,1977-06-23,5,121.0,80
12891,294.03,11,11,1983-06-25,18,96.0,91
12892,323.35,7,13,1976-05-02,18,107.0,65
12893,550.57,16,13,1982-09-24,19,117.0,76
12894,339.88,14,11,1979-05-05,12,105.0,96
12895,463.78,10,5,1981-01-17,12,113.0,77
12896,327.56,16,8,1976-04-25,13,107.0,91
12897,78.03,11,10,1978-05-07,22,114.0,91
12898,192.37,11,13,1980-07-31,19,84.0,80
12899,1333.52,18,9,1982-06-06,31,81.0,80
12900,559.76,11,13,1979-06-12,17,88.0,72
12901,46.58,7,6,1982-05-31,13,78.0,72
12902,888.5,14,9,1978-11-19,55,100.0,64
12903,974.77,13,13,1979-10-26,34,118.0,68
12904,198.4,11,11,1982-11-09,44,74.0,78
12905,686.08,16,13,1982-08-24,53,98.0,81
12906,230.51,10,9,1979-02-16,29,107.0,78
12907,285.13,13,14,1980-08-16,55,109.0,78
12908,1667.42,18,10,1981-05-01,29,100.0,72
12909,918.43,13,8,1975-03-25,6,105.0,95
12910,2264.68,16,9,1977-10-27,48,109.0,83
12911,378.34,13,10,1983-05-02,6,99.0,79
12912,383.4,11,9,1974-04-25,25,112.0,93
12913,176.29,12,9,1981-12-27,26,72.0,80
12914,1062.25,15,5,1975-05-24,54,84.0,75
12915,547.34,11,8,1980-03-30,25,84.0,80
12916,982.42,12,7,1982-03-07,26,87.0,84
12917,571.09,10,5,1974-12-21,22,85.0,80
12918,153.1,7,10,1976-02-09,25,97.0,82
12919,890.19,18,8,1980-05-17,6,82.0,80
12920,382.81,9,9,1975-06-14,21,84.0,76
12921,217.41,11,9,1983-08-06,12,69.0,89
12922,867.98,19,13,1979-02-07,4,88.0,85
12923,495.06,12,9,1974-06-25,48,105.0,76
12924,497.67,12,8,1974-01-27,42,128.0,70
12925,722.18,17,13,1977-05-08,18,85.0,91
12926,261.03,14,16,1983-07-23,53,128.0,68
12927,297.68,17,9,1979-01-29,27,99.0,81
12928,528.65,17,7,1979-09-27,53,80.0,75
12929,485.77,16,19,1977-06-09,12,112.0,87
12930,99.62,7,8,1983-02-08,47,80.0,61
12931,571.61,11,10,1974-03-01,6,113.0,81
12932,414.04,15,7,1981-07-22,34,108.0,82
12933,418.23,16,9,1982-12-11,8,114.0,96
12934,311.79,14,5,1983-08-26,48,125.0,82
12935,1183.85,13,5,1979-05-08,36,100.0,80
12936,1463.05,11,9,1982-01-10,6,117.0,81
12937,173.47,7,9,1976-03-15,42,102.0,66
12938,415.42,13,15,1981-08-28,32,93.0,86
12939,593.58,14,7,1981-10-28,18,112.0,92
12940,514.05,10,15,1975-09-24,48,108.0,71
12941,842.8,12,6,1977-05-16,39,113.0,85
12942,446.26,5,12,1981-09-14,4,116.0,75
12943,606.32,12,3,1983-11-20,39,109.0,72
12944,185.43,8,7,1982-08-23,48,103.0,76
12945,797.57,13,7,1974-04-26,46,105.0,70
12946,257.48,9,3,1979-11-01,26,109.0,63
12947,251.4,8,9,1976-10-22,23,98.0,76
12948,385.49,16,9,1976-07-31,24,86.0,89
12949,260.73,10,13,1977-02-25,31,116.0,76
12950,930.53,13,14,1980-03-01,12,99.0,87
12951,110.47,7,12,1978-03-16,55,99.0,84
12952,348.29,11,10,1974-05-22,42,87.0,82
12953,3778.09,23,14,1981-01-18,18,116.0,82
12954,442.39,16,9,1980-03-26,54,90.0,87
12955,278.02,9,12,1977-03-12,19,91.0,78
12956,164.88,12,7,1978-03-09,51,97.0,71
12957,911.5,13,10,1980-08-10,26,120.0,90
12958,400.39,10,14,1975-04-10,21,97.0,82
12959,510.62,4,10,1982-08-20,12,115.0,85
12960,261.38,4,8,1974-01-15,36,111.0,64
12961,1600.41,19,15,1974-09-15,6,109.0,81
12962,438.52,10,6,1980-10-21,42,101.0,65
12963,244.95,10,2,1977-10-10,51,91.0,69
12964,472.02,12,8,1981-07-01,54,104.0,79
12965,312.48,10,6,1983-12-16,40,90.0,87
12966,830.81,18,11,1983-08-25,24,115.0,79
12967,247.58,10,11,1974-08-20,50,112.0,80
12968,1434.91,22,11,1977-09-06,17,80.0,86
12969,378.76,14,6,1980-07-06,11,93.0,78
12970,111.62,7,11,1978-03-19,48,103.0,79
12971,478.35,12,9,1975-07-25,39,108.0,74
12972,94.93,5,6,1975-08-03,54,112.0,65
12973,238.88,15,10,1978-05-14,16,104.0,95
12974,1205.1,15,10,1980-04-28,6,114.0,80
12975,261.4,11,12,1979-07-27,41,92.0,83
12976,849.66,9,12,1975-10-20,39,100.0,74
12977,185.89,12,17,1974-07-16,20,98.0,98
12978,2044.38,17,5,1976-11-16,48,106.0,85
12979,313.27,14,12,1982-04-24,8,99.0,82
12980,266.92,11,6,1977-06-14,6,101.0,83
12981,880.97,18,7,1976-04-23,41,99.0,67
12982,479.94,16,13,1982-10-07,48,101.0,84
12983,421.33,11,5,1977-11-29,42,100.0,67
12984,2918.59,14,9,1979-09-13,34,107.0,81
12985,152.5,10,6,1980-04-24,17,109.0,99
12986,1683.63,17,12,1982-05-18,4,89.0,78
12987,496.09,15,8,1983-04-20,45,94.0,86
12988,369.21,10,13,1983-11-01,50,101.0,75
12989,461.98,15,9,1978-10-16,1,75.0,82
12990,358.07,19,22,1978-12-30,55,94.0,81
12991,388.75,16,10,1982-10-11,10,75.0,75
12992,853.2,15,12,1977-08-26,48,102.0,90
12993,518.22,13,7,1979-08-19,25,97.0,74
12994,1067.07,16,14,1980-06-17,17,93.0,73
12995,254.83,8,13,1981-08-08,1,103.0,81
12996,267.32,9,14,1982-11-29,17,99.0,90
12997,691.52,8,9,1974-09-12,42,99.0,91
12998,283.39,15,11,1978-11-02,13,88.0,76
12999,685.92,14,9,1982-09-27,26,98.0,89
13000,1804.56,10,8,1977-10-26,16,108.0,70
13001,325.1,14,7,1977-07-29,49,129.0,70
13002,204.23,12,9,1978-12-12,12,80.0,72
13003,366.51,9,9,1980-04-20,18,89.0,83
13004,1009.02,17,10,1981-06-12,6,97.0,78
13005,1653.49,13,5,1980-12-01,17,104.0,92
13006,1220.38,19,16,1977-07-14,8,102.0,83
13007,188.79,13,13,1979-07-03,48,86.0,73
13008,1706.37,18,8,1982-04-20,42,122.0,72
13009,325.4,10,15,1977-02-23,36,87.0,77
13010,4980.11,25,8,1983-01-20,34,92.0,105
13011,306.3,8,12,1977-08-16,42,89.0,90
13012,394.71,8,9,1978-10-26,26,150.0,73
13013,117.34,10,6,1975-01-06,51,122.0,86
13014,293.76,10,12,1982-08-28,17,123.0,76
13015,195.88,11,11,1976-01-15,55,81.0,81
13016,742.23,9,6,1980-10-24,42,104.0,66
13017,2507.6,18,15,1980-11-04,13,101.0,83
13018,443.46,8,10,1979-10-12,12,101.0,63
13019,440.89,18,11,1979-07-05,42,104.0,61
13020,1380.82,16,6,1983-04-06,40,104.0,92
13021,543.48,16,8,1978-04-06,6,97.0,65
13022,3305.23,17,10,1980-08-15,48,118.0,87
13023,275.77,11,8,1974-04-16,51,98.0,71
13024,50.82,10,10,1980-12-19,13,102.0,78
13025,1867.0,13,6,1977-04-04,12,110.0,94
13026,383.97,11,9,1975-02-04,20,101.0,87
13027,897.6,13,8,1979-11-24,39,94.0,72
13028,816.15,12,11,1983-09-12,24,77.0,74
13029,476.2,13,13,1978-05-03,48,95.0,80
13030,2060.29,15,10,1978-07-04,4,135.0,71
13031,445.5,17,12,1975-04-11,53,75.0,79
13032,1752.09,16,2,1981-08-15,48,107.0,84
13033,84.54,8,11,1977-11-28,23,89.0,73
13034,360.92,13,11,1983-12-02,9,111.0,75
13035,180.87,5,9,1977-12-09,36,82.0,70
13036,184.1,10,13,1976-05-31,42,83.0,85
13037,481.76,11,11,1975-02-02,18,115.0,88
13038,315.82,11,16,1981-01-20,51,59.0,75
13039,543.29,14,12,1975-10-16,48,88.0,69
13040,708.51,16,15,1980-11-26,42,81.0,75
13041,1281.68,18,19,1981-02-28,22,104.0,84
13042,246.26,10,14,1975-05-25,36,92.0,85
13043,379.15,14,9,1982-09-11,6,92.0,85
13044,516.62,8,5,1979-09-12,1,74.0,83
13045,456.22,14,10,1978-02-22,24,93.0,70
13046,111.43,7,11,1979-11-25,18,93.0,66
13047,813.9,19,10,1981-03-12,33,96.0,89
13048,200.16,7,11,1974-02-19,19,87.0,69
13049,648.5,12,11,1980-02-06,5,109.0,94
13050,968.6,13,8,1981-07-08,48,106.0,68
13051,1048.5,16,7,1983-12-31,34,102.0,82
13052,715.25,15,6,1983-04-13,41,110.0,74
13053,562.26,12,14,1976-03-25,17,107.0,59
13054,282.5,13,12,1980-08-21,48,70.0,76
13055,393.72,9,9,1978-10-22,29,115.0,78
13056,652.54,11,6,1979-06-12,49,120.0,70
13057,337.04,5,8,1976-07-08,27,96.0,70
13058,1256.11,13,4,1983-01-18,55,99.0,78
13059,363.7,8,10,1976-11-08,48,109.0,84
13060,977.13,14,19,1976-03-07,8,94.0,71
13061,434.89,16,11,1980-05-10,15,64.0,95
13062,1335.17,13,6,1977-04-05,51,82.0,78
13063,203.3,11,9,1979-03-18,23,102.0,67
13064,289.45,10,7,1977-02-17,6,99.0,77
13065,180.53,8,6,1981-02-02,26,105.0,90
13066,353.16,11,15,1977-12-06,22,98.0,82
13067,396.09,11,5,1979-04-22,29,129.0,68
13068,144.82,15,10,1975-11-21,28,92.0,68
13069,236.85,11,13,1977-02-12,26,98.0,76
13070,270.24,12,15,1978-08-11,12,94.0,72
13071,1221.03,13,8,1975-11-08,51,90.0,77
13072,203.38,12,8,1975-11-30,37,85.0,82
13073,336.29,13,4,1977-05-01,20,136.0,85
13074,2589.34,21,9,1975-02-17,42,121.0,94
13075,364.42,18,10,1975-01-16,12,95.0,80
13076,242.51,10,12,1975-03-21,6,104.0,98
13077,364.92,15,11,1974-03-15,37,75.0,73
13078,569.52,18,11,1981-01-17,1,97.0,85
13079,821.03,14,8,1976-08-31,13,84.0,81
13080,857.62,14,10,1974-01-18,18,107.0,68
13081,358.56,7,9,1983-09-04,5,116.0,91
13082,459.76,12,7,1980-07-24,45,107.0,80
13083,396.32,9,7,1974-06-08,30,121.0,90
13084,619.94,10,10,1978-09-05,12,108.0,74
13085,335.23,13,10,1981-09-30,20,104.0,94
13086,149.53,7,11,1979-08-09,42,99.0,95
13087,746.66,10,7,1979-11-18,25,104.0,63
13088,131.59,8,6,1976-12-17,25,113.0,79
13089,556.59,17,9,1974-05-24,27,113.0,81
13090,226.34,9,6,1981-01-03,31,90.0,83
13091,221.97,7,9,1976-05-30,18,99.0,74
13092,288.27,11,5,1983-08-09,19,101.0,81
13093,565.63,14,13,1977-01-12,34,91.0,91
13094,374.48,11,10,1982-02-10,36,90.0,68
13095,163.22,17,14,1978-07-14,27,66.0,77
13096,600.12,17,12,1975-04-10,27,100.0,95
13097,432.42,12,12,1980-06-09,6,94.0,67
13098,223.72,6,14,1978-05-31,18,62.0,97
13099,241.99,14,12,1981-04-09,5,89.0,77
13100,1170.47,10,5,1978-05-16,27,108.0,86
